kind,source,external_id,title,company,vertical,adobe_tools,budget,salary,location,posted_at,url,description
task,freelancer,40488184,Marketing & Design Specialist for Brand Promotion,,Education & Children,Photoshop; Illustrator; After Effects,₹400–₹750 INR /hr,,Remote,2026-06-03,https://www.freelancer.com/projects/video-editing/Marketing-Design-Specialist-for-Brand,"Freelance Digital Marketing & Creative Designer Needed
We are looking for a talented and experienced freelancer to help build and promote our new brand.
Responsibilities
Design professional branding materials including:
Logo
Banners
Posters
Social media creatives
Create high-quality promotional videos and reels for:
Facebook
Instagram
YouTube/Google platforms
Other social media channels
Plan, create, and manage Meta (Facebook & Instagram) advertising campaigns:
Audience targeting
Ad creation and optimization
Budget management
Performance tracking and reporting
Required Skills
Strong graphic design skills (Photoshop, Illustrator, Canva, etc.)
Professional video editing skills (Premiere Pro, After Effects, CapCut, Final Cut Pro, etc.)
Proven experience in creating engaging social media reels and promotional videos
Expertise in Meta Ads Manager
Understanding of social media marketing and branding
Ability to deliver creative and original ideas
Good communication and timely delivery
Preferred
Experience working with educational brands, coaching institutes, or startups
Portfolio showcasing previous design, video editing, and ad campaign work
Ability to suggest and implement complete digital marketing strategies
Application Requirements
Please include:
Portfolio of logo/banner/poster designs
Samples of reels or promotional videos created by you
Details of Meta ad campaigns managed by you
Your expected charges (monthly/project-based)
Estimated turnaround time for regular content creation
We are looking for a long-term association with the right candidate."
task,freelancer,40492304,Original 2D YouTube Cartoons,,Education & Children,After Effects; Animate,$10–$30 USD,,Remote,2026-06-05,https://www.freelancer.com/projects/2d-animation/Original-YouTube-Cartoons,"I’m launching a fresh YouTube cartoon channel and need a creative partner who can handle the full 2D animation pipeline, from story concept to final upload-ready video. My vision centres on completely original characters, distinctive art direction, and stories that feel unlike anything already crowding kids’ feeds.  

Genre is wide-open: comedy, adventure, heartfelt slice-of-life, even a dash of weirdness if it serves the narrative. The only rule is that the humour stays clean and the pacing hooks viewers of all ages—kids, teens, and parents alike.  

Technical notes  
• 2D digital animation only. Whether you prefer Adobe Animate, Toon Boom Harmony, TVPaint, or another professional tool, the movement must feel lively and expressive.  
• Standard delivery: 1920 × 1080, 30 fps, 5–8 minutes per episode.  
• Include basic sound design, music, and placeholder voices, or leave clear slots so I can drop in final audio.  
• All artwork and source files must be 100 % original and transferred to me with full commercial rights on payment.  

First milestone deliverables  
1. One-page concept pitch (character sheets + short synopsis)  
2. Storyboard/animatic  
3. Finished pilot episode  

If the pilot performs well, I’ll commission new episodes on a rolling monthly schedule, so I’m looking for someone ready for a long-term collaboration.  

Please share links to narrative 2D work that shows your storytelling chops, along with your typical turnaround time for a 5-minute short. I’m excited to see how you’ll bring these stories to life!"
task,freelancer,40489108,Write Early Literacy Picture Book,,Education & Children,Illustrator,£250–£750 GBP,,Remote,2026-06-03,https://www.freelancer.com/projects/content-writing/Write-Early-Literacy-Picture-Book,"I’m putting together a warm, engaging picture book that helps children aged 3–5 take their very first steps into reading. The story needs to be firmly in the Educational genre, weaving basic literacy concepts—simple sight words, clear phonetic patterns and plenty of repetition—into a narrative that feels playful rather than didactic.

The finished manuscript should be concise (ideally 500–700 words), written with read-aloud rhythm in mind and broken into page turns suitable for standard 32-page layouts. Bright, descriptive language that lends itself easily to illustration is a must, and I’d love to see gentle hooks for interaction (call-and-response moments, on-page questions, or sound-out sections) so parents, teachers and little readers stay involved.

Because the focus is early literacy:
• Repetition of high-frequency words and strong consonant-vowel-consonant patterns is important.  
• Sentence structures should remain short and predictable.  
• Any new vocabulary should be introduced with immediate context clues or playful explanation.  

Deliverables  
• Manuscript in an editable Word or Google Docs file  
• A brief page-by-page illustration brief (one-line art notes only)  
• A one-paragraph synopsis and logline for marketing copy  

I’ll review the draft for pacing, age appropriateness and literacy alignment, then provide consolidated feedback for a single revision round. Once approved, I’ll release final payment on receipt of the polished manuscript and art notes ready for hand-off to an illustrator."
task,freelancer,40480082,Amazon Non-Fiction Formatting & Cover,,Education & Children,InDesign,$250–$750 USD,,Remote,2026-05-30,https://www.freelancer.com/projects/book-design/Amazon-Non-Fiction-Formatting-Cover,"I have a finished non-fiction manuscript that needs to look completely “store ready” on Amazon, both as a Kindle e-book and as a print-on-demand paperback. I’m aiming for a clean, Educational layout, so the interior should feel almost like a well-designed textbook—easy to skim, with all visual elements sitting exactly where the reader expects them.

Interior requirements  
• Tables & charts: these must stay crisp on every screen size and print cleanly in B&W.  
• Images & illustrations: full-width where they aid comprehension, with alt text embedded for accessibility.  
• Footnotes & references: numbered, clickable in Kindle, and flowing naturally to the back of the print edition.

I’ll supply the manuscript in Word along with all artwork files. You’ll return:  
1. a print-ready PDF that meets KDP’s bleed, margin, and font-embedding rules,  
2. a reflowable EPUB (or Kindle-compatible file) with properly linked TOC and footnotes,  
3. the working source file so I can update later if needed.

Alongside the interior, I need a standout cover—front, spine, and back—delivered as both a KDP-ready PDF for print and a high-resolution JPEG for Kindle. The cover should visually echo the educational feel of the interior while remaining eye-catching in thumbnail size.

If you regularly work in InDesign, Affinity Publisher, or Vellum and can show samples of similar non-fiction projects, I’d love to see them. Let me know roughly how many revision passes you include and your typical turnaround time."
task,freelancer,40491643,YouTube Kids Adventure Animation,,Education & Children,After Effects; Animate,₹600–₹1500 INR,,Remote,2026-06-04,https://www.freelancer.com/projects/2d-animation/YouTube-Kids-Adventure-Animation,"I’m producing a new adventure story for my children’s YouTube channel and need a colourful 2-D animation that instantly grabs and keeps a young audience’s attention. The tone is light, energetic and age-appropriate, and the finished video must be ready to upload in full-HD (1080p).

Target audience: Kids  
Theme: Adventure  
Character designs: Other – I’ll share the sketches and reference art I already have, but I’ll also need you to refine, expand or completely recreate characters where needed, so please be comfortable handling both fresh design work and improvements to existing concepts.

My expectation is that you handle the full animation pipeline—storyboard, character sheets, rough animatic, clean animation, backgrounds, editing, sound effects and royalty-free music—while checking in with me for approvals at each stage. Adobe Animate, Toon Boom Harmony, TVPaint or equivalent 2-D tools are all fine; just outline the software you prefer so I know how to review the files.

Deliverables
• Storyboard & character turnarounds for approval  
• Animatic with timing and temp audio  
• Final 2-D animation in 1920×1080 MP4 (H.264) plus source project files  
• Simple SFX and background music cleared for YouTube  
• Two rounds of revisions at both animatic and final render stages  

If you specialise in bright, expressive animation for kids and can turn a simple adventure script into a polished video, I’d love to see your reel and hear how quickly you can start."
task,freelancer,40486273,Cartoon 2D Educational Video Editing,,Education & Children,After Effects; Premiere Pro; Animate,₹600–₹1500 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/2d-animation/Cartoon-Educational-Video-Editing,"This project centres on turning my completed script and storyboard into a polished 2 D cartoon-style educational video that features roughly 15–16 distinct characters. The raw assets—voice-overs, storyboard panels, reference art, and any existing scene elements—will be provided; the task is to bring them together so the final piece feels lively, clear, and engaging for learners.

Editing involves assembling each scene, matching timing to the narration, adding smooth transitions, simple motion graphics, on-screen text cues, colour correction, and any light sound effects or background music that enhance comprehension without distracting from the teaching points. Consistent character treatment and pacing are important so the lesson flows naturally from start to finish.

You are free to work in Adobe After Effects, Premiere Pro, Toon Boom, or a similar 2 D pipeline—whatever lets you animate and refine efficiently while keeping layered files well organised. Collaboration will happen through regular checkpoints so feedback on character movement, text visibility, and overall rhythm can be addressed early, preventing last-minute re-cuts.

Deliverables  
• Final rendered video in 1080 p (MP4 or MOV)  
• All project/source files for future revisions  
• Subtitle/closed-caption file if text is added on a separate layer  

A concise progress schedule and a brief portfolio sample of comparable cartoon work will help confirm we’re on the same page before we start."
task,freelancer,40486389,Educational Cartoon Video Production,,Education & Children,After Effects; Premiere Pro; Animate,$10–$30 USD,,Remote,2026-06-02,https://www.freelancer.com/projects/2d-animation/Educational-Cartoon-Video-Production,"This project centres on turning my completed script and storyboard into a polished 2 D cartoon-style educational video that features roughly 15–16 distinct characters. The raw assets—voice-overs, storyboard panels, reference art, and any existing scene elements—will be provided; the task is to bring them together so the final piece feels lively, clear, and engaging for learners.  Editing involves assembling each scene, matching timing to the narration, adding smooth transitions, simple motion graphics, on-screen text cues, colour correction, and any light sound effects or background music that enhance comprehension without distracting from the teaching points. Consistent character treatment and pacing are important so the lesson flows naturally from start to finish.  You are free to work in Adobe After Effects, Premiere Pro, Toon Boom, or a similar 2 D pipeline—whatever lets you animate and refine efficiently while keeping layered files well organised. Collaboration will happen through regular checkpoints so feedback on character movement, text visibility, and overall rhythm can be addressed early, preventing last-minute re-cuts.  Deliverables  • Final rendered video in 1080 p (MP4 or MOV)  • All project/source files for future revisions  • Subtitle/closed-caption file if text is added on a separate layer   A concise progress schedule and a brief portfolio sample of comparable cartoon work will help confirm we’re on the same page before we start."
task,freelancer,40491463,AcademicMania Website Banner Design,,Education & Children,Photoshop; Illustrator; XD,$10–$30 USD,,Remote,2026-06-04,https://www.freelancer.com/projects/banner-design/AcademicMania-Website-Banner-Design,"Project Title: Website Hero Banner Design for AcademicMania.com

Project Description:

We are looking for a creative and experienced graphic designer to design a professional, modern, and high-converting homepage banner (hero section) for our academic services website, AcademicMania.com.

About Our Business

AcademicMania.com provides:

Academic Writing Services
Dissertation Writing Services
Case Study Writing
Translation Services
Research Project Assistance
ACCA BSc Applied Accounting Project Support
London School of Business MSc Project Assistance

Design Requirements

Premium and professional design
Modern educational and academic theme
Trustworthy and credible appearance
Suitable for desktop and mobile responsiveness
High-quality graphics and typography
Blue, white, and gold color scheme preferred

Banner Content

Main Heading:
""Expert Academic Writing & Research Support""

Services to Highlight:

Dissertation Writing
Academic Writing
Case Studies
Translation Services
ACCA BSc Applied Accounting Projects
MSc Project Support

CTA Buttons:

Get Free Consultation
Request a Quote

Website hero banner (1920 x 800 px recommended)
Source files (PSD, AI, Figma, or Adobe XD)
Optimized web-ready version
Editable layers

Ideal Candidate

Experience designing educational or corporate websites
Strong portfolio of modern website banners
Ability to create clean and conversion-focused designs

Please share relevant portfolio samples with your proposal."
task,freelancer,40489071,Engaging Documentary-Style Video Editor Needed,,Education & Children,After Effects; Premiere Pro,₹600–₹700 INR,,Remote,2026-06-03,https://www.freelancer.com/projects/adobe-premiere-pro/Engaging-Documentary-Style-Video-Editor,"Hi everyone,
​I am looking for a talented and skilled video editor who can create high-quality, engaging, Documentary-Style (Vox/Johnny Harris style) Reels and Shorts. The content will focus on topics like history, geopolitics, and educational infographics.
​What I am looking for:
​Advanced Map Animations: Ability to work with 2D/3D maps (experience with GeoLayers is a huge plus).
​Dynamic Motion Graphics & Kinetic Typography: Engaging text animations and transitions.
​Immersive Sound Design: Excellent use of cinematic BG music, swooshes, paper rumbles, and sound effects to keep the audience hooked.
​B-Roll Integration: Finding and utilizing relevant stock footage, historical clips, and images.
​Fast-Paced Editing: Keeping the retention high throughout the 30-60 second video.
​Project Details:
​Video Length: 30 to 60 seconds.
​Frequency: Potential for long-term work if the first project goes well.
​Reference Style: Accounts like @padhai.upsc, Vox, or Johnny Harris.
​How to Apply:
Please share your portfolio or links to your previous work specifically in this docu-style/infotainment genre. Applications without relevant samples will not be considered.
​Looking forward to working with a creative mind!
​Budget & Skills
​Budget: ₹500 - ₹700 INR per video (Agar aap dollars mein post kar rahe hain, toh aap ise $7 - $9 USD set kar sakte hain).
​Required Skills: Video Editing, Adobe Premiere Pro, Adobe After Effects, Motion Graphics, Sound Design."
task,freelancer,40482297,Modern Academic Portfolio Design,,Education & Children,Illustrator; InDesign,₹1500–₹12500 INR,,Remote,2026-06-01,https://www.freelancer.com/projects/figma/Modern-Academic-Portfolio-Design,"I’m finishing my master’s here in the United States and I want a polished, modern-style academic portfolio that presents my work clearly and looks impressive when shared with faculty, potential PhD advisers, and employers.  

Content to showcase  
• Research projects – concise abstracts, visuals or data snapshots, and my individual contributions  
• Coursework – brief synopses of key graduate classes and major assignments  
• Publications – full citations plus links or DOIs where available  
• Experience – internships, teaching assistantships, and any relevant leadership roles  

What I’m after  
A clean, contemporary layout that feels current rather than textbook-traditional. I’d like a version that reads beautifully onscreen (interactive PDF or lightweight web PDF) and an editable source file so I can swap pieces in and out as new work appears. If you prefer tools such as Adobe InDesign, Illustrator, Figma, or even LaTeX with a sleek template, let me know; I’m flexible as long as the final look is professional and consistent.  

Acceptance criteria  
1. Modern visual style with coherent typography and color palette  
2. All four sections included and logically ordered  
3. Delivered as high-resolution PDF plus editable file (INDD, Figma, or similar)  
4. Fonts and assets either free for academic use or properly licensed  

Turnaround within a week would be ideal so I have time for a quick round of tweaks before submission deadlines."
task,freelancer,40487264,Facebook Ads for Kids Apparel,,Education & Children,Photoshop; Illustrator,$250–$750 USD,,Remote,2026-06-02,https://www.freelancer.com/projects/adobe-photoshop/Facebook-Ads-for-Kids-Apparel,"I have a fresh set of product photos, lifestyle shots, logos and brand colors ready to go for the launch of our new kids-wear line. I also have headlines and supporting text to send. What I need now is a small, tidy library of finished single-image ads that I can drop straight into Meta Ads Manager. 

The focus is simple: turn my existing assets into attention-grabbing Facebook and Instagram creatives that speak directly to parents with young children. I’m open to your guidance on the exact dimensions that tend to perform best in feed and story placements, as long as the final files meet Meta’s current specs and are delivered in both editable (PSD/AI) and ready-to-upload (PNG/JPG) formats.

Deliverables
• 6–8 polished single-image ad variations highlighting key products, price points or promos  
• Each file layered and editable, with exports optimised for web  
• Clear, punchy primary text and headlines (optional but appreciated)  

Once you’ve worked your magic, I’ll handle the targeting and campaign setup myself—so just make sure the creatives pop, follow Meta’s 20% text guidance, and feel cohesive with the brand assets I provide. If you have ideas for A/B elements such as alternate colour treatments or headline swaps, include them; the more testable options, the better.

Looking forward to seeing how you can turn our raw visuals into scroll-stopping ads that excite parents and move product on launch day."
task,freelancer,40491883,Viral Telugu YouTube & Insta Videos,,Education & Children,After Effects; Premiere Pro,₹1500–₹12500 INR,,Remote,2026-06-04,https://www.freelancer.com/projects/ai-content-creation/Viral-Telugu-YouTube-Insta-Videos,"I’m ready to scale my YouTube channel and Instagram page to monetisation level and need a creative partner from either Hyderabad or Chennai to produce ten attention-grabbing videos.  

Here’s the outcome I expect  
• 10 finished pieces: a balanced mix of Shorts and longer-form uploads that feel fresh, fun and unmistakably “share-worthy”.  
• Primary language is Telugu, yet I’d like alternate language versions (Tamil and/or English subtitles or dubs) so each clip can live on multiple feeds.  
• A blend of on-location footage we shoot together and smart AI-generated elements – think avatars, text-to-speech, motion graphics – to keep costs down without losing quality.  
• Clear focus on Entertainment; if you feel an educational or vlog twist will help a video pop, pitch it in your concept deck.  
• The ultimate metric: more subscribers, more watch hours, a monetised channel.

What you can count on from my side  
– Initial topic ideas, brand guidelines and any real-world footage that I’m already planning.  
– Prompt feedback on scripts, rough cuts and language versions.  

To be considered, attach a detailed project proposal outlining your creative approach, the tools you’ll use (Premiere Pro, After Effects, Midjourney, Descript, etc. if relevant), a suggested schedule, and how you’ll measure success against YouTube analytics.

I look forward to seeing how you’ll turn these ten videos into subscriber magnets."
task,freelancer,40486645,Original Kids Cartoon Animator Needed,,Education & Children,After Effects; Animate,₹600–₹1500 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/2d-animation/Original-Kids-Cartoon-Animator-Needed,"I’m developing a fresh children’s cartoon series for YouTube and need an animator who can take the entire vision—from character design to the final 10-15-minute episode—into lively, colorful motion.

Style & inspiration  
Think of the broad appeal of Motu Patlu or Chhota Bheem, yet every element must be 100 % original. Because I selected “Other” for animation style, I’m open to any approach—hand-drawn 2D, stylized 3D, a mixed pipeline—so long as the end result feels playful, vibrant, and uniquely ours.

Story tone  
Episodes should weave adventure, comedy, and educational moments together, keeping the pace fast and the humor clean for a young audience while slipping in simple lessons. I’m ready to supply rough story ideas or collaborate on new plots if you prefer writing.

Key expectations  
• Design main and recurring characters plus simple background assets.  
• Animate full episodes running 10–15 minutes each, optimized for YouTube.  
• Provide voice-over timing tracks; I’ll handle actual dubbing.  
• Deliver polished MP4 files, project source files, and a short teaser per episode.  

Because the budget is tight, we’ll break the work into clear milestones—pilot episode first, then batches of two or three episodes once the look is locked. Please include a quick reel or link that shows comparable work, and outline the pipeline you’d use so we can keep costs predictable while maintaining quality."
task,freelancer,40485858,2D AI Classroom Avatar,,Education & Children,Photoshop; Illustrator,₹37500–₹75000 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/ai-chatbot-development/Classroom-Avatar,"I’m looking to bring an engaging 2-D cartoon avatar into my math and science lessons. The goal is a friendly, school-appropriate character that can hold text-based conversations with students, guiding them through problem-solving steps and answering follow-up questions in real time.

Here’s what I need from you:  
• Design a lively cartoon character with a small library of poses and facial expressions so the avatar can react naturally during chat.  
• Build or integrate the underlying NLP logic that lets the avatar respond to typed questions in Mathematics and Science at an upper-elementary to middle-school level.  
• Provide a simple front-end (web or desktop) where I can load lesson prompts, view chat transcripts, and tweak responses without touching code.  
• Package everything so it runs locally or from a lightweight cloud host—minimal setup for teachers.

Acceptance criteria  
– Avatar artwork delivered in layered vector or high-resolution PNG.  
– Text engine correctly answers a sample set of 30 curriculum-aligned math and science questions with less than 5 % error.  
– Clear documentation covering install steps, how to add new lesson content, and how to update the avatar’s expressions.

If you’ve built conversational agents, chatbots, or education-focused 2-D animations before, I’d love to see your work. Let’s create a classroom companion that keeps students curious and motivated."
task,freelancer,40485946,AI Movie Production,,Education & Children,After Effects; Animate,₹12500–₹37500 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/ai-content-creation/Movie-Production,"I’m building a larger creative project that requires a series of fully-finished, AI-generated  movies. The exact genre is still flexible—action, comedy, drama, or any other concept you feel would best showcase the technology—so you’ll have room to experiment and pitch ideas. Likewise, the target audience is open; whether the stories land with kids, teens, or adults will depend on the direction we decide together.

Here’s what I need from you:  

• Develop the story, script, and visual style for each movie.  
• Use an AI-driven pipeline (for example Stable Diffusion, Runway, Pika, AnimateDiff, or comparable tools) to create  movies that feels cohesive and cinematic.  
• Handle voice-over or dialogue generation, background music, and sound design so the final files are ready to screen.  
• Deliver the completed MP4 files plus all project source assets (storyboards, prompt files, voice tracks, etc.) neatly organised for future revisions.

We’ll agree on the exact number and length of the movies once we outline the scope, but plan on multiple short-form films that showcase different storytelling angles. Quality, consistency, and a smooth AI workflow are more important than sheer running time.

If you have a reel or previous AI movie samples, share them so I can see how you bring concepts to life. Let’s push what  AI movies can do and turn out a set of memorable films."
task,freelancer,40487093,Urban Pocket Prototype Graphics,,Education & Children,Illustrator,€30–€250 EUR,,Remote,2026-06-02,https://www.freelancer.com/projects/google-sketchup/Urban-Pocket-Prototype-Graphics,"I’ve completed most of my site-analysis maps for a thesis that reimagines under-used socialist-era courtyards as “urban pockets.” Now I need the proposal visuals that bring everything together: a well-resolved prototype module and two polished posters in an artistic, creative style.

The module has to be drawn with precision in AutoCAD or SketchUp and then translated into Illustrator for presentation graphics. It must clearly demonstrate how it can be duplicated or adapted and weave in the following programmatic pieces:

• Green spaces  
• Community facilities  
• Walkable pathways  
• Urban pockets in left-over courtyards  
• Green corridors  
• Urban furniture  
• Kids playground

Scope of work  
– Refine the geometry of the module in plan, section and an exploded axonometric.  
– Apply a bold, expressive graphic language that matches the sample posters I’ll supply.  
– Recreate those two posters at A0 size, arranging the new diagrams, maps and narrative text into a clean, visually engaging layout.

Deliverables  
1. Layered DWG and SKP files of the module, organised for easy edits.  
2. Two print-ready posters in AI and PDF, plus high-resolution PNG/JPEG exports.  
3. Any custom brushes, textures or color palettes used, so I can maintain consistency across future panels.

A quick draft review followed by one revision cycle will keep us aligned and on schedule."
task,freelancer,40492562,Import-Export Lecture & Materials,,Education & Children,Premiere Pro; Illustrator,₹12500–₹37500 INR,,Remote,2026-06-05,https://www.freelancer.com/projects/education-tutoring/Import-Export-Lecture-Materials,"I need an experienced import-export faculty member to record a complete video lecture for my institute, guiding our students from the very basics right through to advanced practices. The session should naturally weave in the fundamentals of international trade regulations, supply-chain considerations, and market-entry planning so learners see the full picture of how global commerce works.

The audience is students, so please keep explanations clear, build concepts step-by-step, and illustrate theory with practical, real-world examples.

Deliverables
• One high-quality, screen-recorded or studio-style video lecture (HD, ready for upload to our LMS)  
• PDF handouts that summarise key points and formulas  
• Interactive quizzes to reinforce each chapter  
• Two or three concise case studies that show import-export decisions in action  

Production notes:  
– Total runtime can be one continuous lecture or a short series; either way, keep individual segments digestible.  
– Please supply all source files so we can brand and update content later.  
– Cite any statistics or legal references on-screen or in the PDFs for easy student follow-up.

If you have previous educational recordings or sample material, feel free to share them so I can gauge teaching style and depth. I’m ready to move ahead as soon as we agree on the outline and timeline."
task,freelancer,40493225,Monthly Fast-Paced Reel Editing,,Education & Children,After Effects; Premiere Pro,₹5000–₹6000 INR,,Remote,2026-06-05,https://www.freelancer.com/projects/adobe-premiere-pro/Monthly-Fast-Paced-Reel-Editing,"Each month I produce a batch of raw educational footage that must be shaped into 30 polished, professional reels. Every video needs to run no longer than 60 seconds and carry a brisk, attention-holding rhythm—think quick cuts, punchy transitions, and on-screen text that reinforces the key teaching points without overwhelming the viewer.

The finished clips will live primarily on Instagram Reels and YouTube Shorts, so vertical 9:16 framing, crisp captions, and platform-friendly formatting are essential. Color grade, audio balance, and subtle motion graphics should all work together to keep the content looking premium yet approachable.

Here’s how I see the collaboration working:
• I deliver the raw footage, talking-points script, and any brand assets at the start of each month.  
• You edit, add dynamic text, soundtrack, and light graphics, then share a first draft reel for review.  
• Up to one revision round per reel keeps the workflow moving quickly.  
• Final exports arrive as high-quality MP4s plus the editable project files for backup.

The total monthly budget is 5,000 inr, paid once all 30 reels are signed off. If you’re comfortable turning around fast-paced educational edits on this schedule, let’s talk timeframe and preferred software—Premiere Pro, Final Cut, DaVinci Resolve, or any tool you master that can hit these specs."
task,freelancer,40481411,YouTube Sci-Fi Explainer Editor,,Education & Children,After Effects; Premiere Pro; Animate,₹600–₹1500 INR,,Remote,2026-05-31,https://www.freelancer.com/projects/sound-design/YouTube-Sci-Explainer-Editor,"I run a small but steadily growing YouTube channel where I break down Science-Fiction and Fantasy films. Each episode needs brisk, energetic pacing—quick cuts, punchy transitions, and the kind of visual rhythm that keeps viewers glued for every plot twist. I also want subtle animated graphics woven in to highlight key scenes or concepts, giving the recap extra flair without overwhelming the footage.

Here’s how the workflow will look: I supply the raw voice-over, movie clips, and a rough beat sheet. Your task is to craft a polished 8-12-minute edit in 1080p, sync everything to the script, layer in suitable royalty-free SFX or risers if you feel they boost impact, and hand back both the final render and the project file so we can refine future episodes more quickly.

I’m still a student, so the budget starts lean, but consistency is guaranteed—expect a new video every week. As watch time and ad revenue climb, the rate will climb with it. Clear, friendly communication is important to me, and I always keep deadlines realistic so no one scrambles at the last minute.

Deliverables per episode:  
• Final video (H.264, 1080p, 25-30 fps)  
• Project file with all media relinked  
• Any custom animated assets created  

If high-energy edits and futuristic storytelling speak to you, let’s build a channel—and a long-term partnership—together."
task,freelancer,40478143,Course Lecture Video Editing -- 2,,Education & Children,After Effects,₹1500–₹12500 INR,,Remote,2026-05-29,https://www.freelancer.com/projects/audio-editing/Course-Lecture-Video-Editing,"I am looking for a Hindi-speaking video editor for editing an online course. 
The course is divided into 4 modules 
Containing multiple lessons 
Approx 2 to 2.5 hours of total content.

What I will provide (fully organized folder structure):

Clip-by-clip Audio files
Clip-by-clip AI Avatar videos
Clip-by-clip PPTs MP4 clips
Clip-by-clip AI generated video clips
A Timeline Chart for each lesson (so you know exactly what goes where)
A Demo Video showing the exact style and format required

All files will be organized in this structure:
Module 1 → Lesson 1 → all files inside

Your Job:

Merge all clips according to the timeline chart
Sync audio with video precisely
Add text overlays and basic animations
Follow the demo video style strictly
Add smooth transitions, sound effects, and background music


Requirements of the video editor:

Must be Hindi speaking
Must understand Hindi content
Must know Basic merging + text overlay skills required
No heavy motion graphics needed


Project Details:
 
Total duration: ~2.5 hours
Deadline: 4 to 5 days after assigning the work
Budget:  ₹5,000 (Negotiable based on quality of portfolio)
Work mode: Remote / Online


To Apply:
Share your portfolio or any previous course editing work. Preference will be given to editors who have worked on educational or course content before."
task,freelancer,40490516,Instagram Reels Growth & Editing,,Education & Children,After Effects; Premiere Pro,₹100–₹400 INR /hr,,Remote,2026-06-04,https://www.freelancer.com/projects/adobe-premiere-pro/Instagram-Reels-Growth-Editing-40490516,"I’m launching a brand-new educational Instagram page and want to hit 10 000 engaged followers within the next 8–10 months. To reach that milestone I need a creative partner who can both shape the account from day one and edit short-form videos that feel native to Reels—fast-paced cuts, on-trend sounds, and compelling hooks that make viewers watch to the end and hit follow.

Here’s how I picture our collaboration: you’ll take my raw footage, graphics, or script ideas and turn them into polished, thumb-stopping Reels that spark conversation in the comments and encourage saves and shares. Alongside the editing itself, I’m looking for strategic guidance: advice on posting cadence, hashtag research, timing, and the small tweaks that boost engagement for educational content.

Deliverables I’ll be tracking  
• 4–6 Reels per week, edited and optimised for Instagram’s latest specs  
• A monthly growth roadmap outlining themes, trend hooks, and performance targets  
• Analytics feedback after each batch so we can double down on what resonates  

I’ll supply the subject-matter knowledge; you bring the viral instincts, editing skills (CapCut, Adobe Premiere, or your preferred tool), and a proven record of growing pages around engagement. If that sounds like your sweet spot, let’s talk strategy and start creating."
task,freelancer,40487545,Instagram Reels Growth & Editing,,Education & Children,After Effects; Premiere Pro,₹1500–₹12500 INR,,Remote,2026-06-03,https://www.freelancer.com/projects/social-media-marketing/Instagram-Reels-Growth-Editing,"I’m launching a brand-new educational Instagram page and want to hit 10 000 engaged followers within the next 8–10 months. To reach that milestone I need a creative partner who can both shape the account from day one and edit short-form videos that feel native to Reels—fast-paced cuts, on-trend sounds, and compelling hooks that make viewers watch to the end and hit follow.

Here’s how I picture our collaboration: you’ll take my raw footage, graphics, or script ideas and turn them into polished, thumb-stopping Reels that spark conversation in the comments and encourage saves and shares. Alongside the editing itself, I’m looking for strategic guidance: advice on posting cadence, hashtag research, timing, and the small tweaks that boost engagement for educational content.

Deliverables I’ll be tracking  
• 4–6 Reels per week, edited and optimised for Instagram’s latest specs  
• A monthly growth roadmap outlining themes, trend hooks, and performance targets  
• Analytics feedback after each batch so we can double down on what resonates  

I’ll supply the subject-matter knowledge; you bring the viral instincts, editing skills (CapCut, Adobe Premiere, or your preferred tool), and a proven record of growing pages around engagement. If that sounds like your sweet spot, let’s talk strategy and start creating."
task,freelancer,40483555,Children's Educational Book Design,,Education & Children,Photoshop; Illustrator; InDesign,₹600–₹610 INR,,Remote,2026-06-01,https://www.freelancer.com/projects/adobe-illustrator/Children-Educational-Book-Design,"I have chapter-wise lessons drafted in Word and now need them transformed into engaging, child-friendly book pages. Each chapter should feature clear hierarchy, playful yet readable typography, colourful mixed-media illustrations, and a layout that keeps young readers turning the pages. The visual balance is important: neither text nor art should overpower the other.

You will be working in Adobe InDesign for final page assembly, while illustrations and infographics may originate in Adobe Illustrator or CorelDRAW—whichever lets you achieve the strongest result. Please keep every element editable so future curriculum updates are painless.

Deliverables (per chapter)
• Editable INDD, AI, and CDR files  
• Print-ready PDF with bleeds and crop marks  
• All linked images, fonts, and illustration assets neatly organised  

When you reply, include:
• A portfolio highlighting children’s or other educational titles you’ve laid out  
• Your experience with mixed-media illustration workflows  
• Rate structure (per page or per chapter) and any volume discounts  
• Typical turnaround time and capacity  

Designers who have already tackled school textbooks or workbooks will have an edge, but I’m open to fresh ideas if your samples wow me. Looking forward to seeing how you can bring these lessons to life."
