Task code,Task name,Client brief,Deliverables,Auto verifiers,Human verifiers,Assets,Review page,S3 folder
SB3-091-MOT,STATIC FOX - Thumbnail and animated channel package,"STATIC FOX needs a small channel package: six distinct thumbnails and a short animated title-to-end-card sequence. The thumbnails have to read quickly in a crowded feed, with the title and mascot competing neither with each other nor with the main action. Keep the channel's rough-edged humour, but make the hierarchy deliberate. The animation should have an intentional reveal and a useful final hold. This is authored motion from the supplied identity, not a request to pad out unrelated gameplay footage.

What we need back
- Channel thumbnail: 6 named exports. The title is readable at 320 px width. The mascot silhouette is recognisable.
- Animated channel title and end card: 1 named export. The animation has deliberate timing. The title remains readable during its hold. The final frame is a usable end card.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Channel thumbnail: 7 registered outputs
Animated channel title and end card: 1 registered output",37,15,11,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-11,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-091-MOT__static-fox-thumbnail-and-animated-channel-package/
SB3-092-MOT,NIGHTFORM - Low Beam music release package,"Low Beam is the next NIGHTFORM release. We need a teaser, an upright cut and cover artwork that feel like one release. Let the picture respond to the actual track, including how the excerpt arrives and finishes; a random music bed will not do. Keep the artist and release information accurate and the atmosphere controlled. The cleared track excerpt must be supplied before the edit begins. Any new supporting footage must follow the same approved visual direction rather than replacing the performer with a different person.

The commission

 Low Beam release teaser: 1 named export. The picture rhythm responds to the supplied track. The excerpt ends on a coherent musical phrase. The release details are accurate.

 Music release vertical cut: 1 named export. The performer remains recognisable. The release action is readable.

 Music release cover: 1 named export. The artist and track names are correct.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Low Beam release teaser: 1 registered output
Music release vertical cut: 1 registered output
Music release cover: 2 registered outputs",29,7,7,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-12,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-092-MOT__nightform-low-beam-music-release-package/
SB3-093-MOT,Emberline - Food channel thumbnail and motion package,"Emberline needs a programme promo for the next food-show release, along with an upright cut, thumbnail and segment cards. The host should feel welcoming, the featured dish should look appetising, and the viewer should understand what is on the programme. Follow the approved rundown and actual spoken introduction. The card content must match the relevant segment. We need a design system the team can reuse without making every future episode look identical.

Deliverables
1. Food-show programme promo: 1 named export. The host introduction is intelligible. The sequence follows the approved rundown.
2. Food-show vertical promo: 1 named export. The featured dish remains recognisable.
3. Food-show thumbnail: 1 named export. The programme title is readable.
4. Programme segment card: 9 named exports. If this record names a supplied picture, that picture appears on the card; otherwise the card contains no invented image.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Food-show programme promo: 1 registered output
Food-show vertical promo: 1 registered output
Food-show thumbnail: 2 registered outputs
Programme segment card: 10 registered outputs",68,44,16,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-13,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-093-MOT__emberline-food-channel-thumbnail-and-motion-package/
SB3-094-MOT,Halden Diaries - Season recap video package,"We are closing season two of The Halden Diaries. Please make a short recap that feels like Nate's own channel, not a dramatic trailer imposed on a quiet personal series. Select moments that add up to a season-level story, preserve the intimacy of the supplied voiceover and give the edit a clear ending. The upright recap and three episode covers should belong to the same season. Keep any sponsor wording exactly as cleared.

Please prepare
- Season recap: 1 named export. The sequence communicates a season-level story. The voiceover is intelligible.
- Vertical season recap: 1 named export. The narrative remains coherent in the shorter edit.
- Season episode cover: 3 named exports. The episode title matches the approved copy.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Season recap: 1 registered output
Vertical season recap: 1 registered output
Season episode cover: 4 registered outputs",37,7,21,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-14,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-094-MOT__halden-diaries-season-recap-video-package/
SB3-095-MOT,Anvil and Oak Strength - Movement coaching clip library,"Anvil and Oak needs a usable coaching library, with wide and upright versions of each listed movement. A viewer must be able to see a complete repetition and understand the corresponding cue. Do not cut away from the part of the action that makes the instruction meaningful. The camera framing, voice and movement names need to agree across the library. Use the approved coaching copy and supplied demonstrations; missing movement coverage must be repaired in the source pack before this becomes a participant task.

Final handoff

 Movement coaching demonstration: 6 named exports. The movement is shown through one complete repetition. The cue matches the action on screen. The instruction follows the cleared coaching script.

 Vertical movement demonstration: 6 named exports. The entire relevant movement remains in frame. The coaching cue is intelligible.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Movement coaching demonstration: 6 registered outputs
Vertical movement demonstration: 6 registered outputs",132,30,28,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-15,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-095-MOT__anvil-and-oak-strength-movement-coaching-clip-library/
SB3-096-MOT,Vitale Labs - Wellness editorial video package,"For The Balance Brief, please prepare three editorial excerpts with upright adaptations. Each should make one cleared point without losing the qualification that makes it accurate. Keep the presenter credible and the delivery calm. Captions must follow the authorised speech and must not introduce a stronger health claim. We need complete, attributable spoken material before the edit begins. A title card stating a claim is not a substitute for an actual editorial excerpt.

Scope
1. Wellness editorial excerpt: 3 named exports. The excerpt preserves the speaker's qualification. The speech is intelligible. The captions contain no new health claim.
2. Vertical editorial excerpt: 3 named exports. The complete editorial point survives the crop. The speaker attribution is accurate.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Wellness editorial excerpt: 3 registered outputs
Vertical editorial excerpt: 3 registered outputs",66,12,19,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-16,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-096-MOT__vitale-labs-wellness-editorial-video-package/
SB3-097-MOT,Pulsevault - Event recap package,"Pulsevault needs a recap of Saturday's night while people still remember being there, plus a cover and next-event announcement. Make it feel like our room and our crowd, not a generic festival montage. The music needs to support the edit and be cleared for the intended use. Use the approved next-date file for the closing card and announcement. Any replacement source material must represent the event honestly; do not substitute stock attendees and pass them off as ours.

What we need back
- Saturday event recap: 1 named export. The sequence represents the supplied event. The final card gives the correct next-event date.
- Event recap cover: 1 named export. The event identity is readable.
- Next-event announcement: 1 named export. The date matches the approved next-date file. The ticket action remains in the safe area.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Saturday event recap: 1 registered output
Event recap cover: 2 registered outputs
Next-event announcement: 2 registered outputs",25,8,24,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-17,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-097-MOT__pulsevault-event-recap-package/
SB3-098-MOT,Velvet Hour - Social film and story cutdowns,"Velvet Hour needs a performance-led social film, an upright story cut and the next-show poster. Preserve a coherent musical moment rather than cutting the performance into disconnected gestures. The act attribution and billing order matter to us as much as the atmosphere. Please work from the supplied performance audio and picture, with their synchronisation intact. The source pack needs a cleared usable performance excerpt before editing can begin.

The commission

 Performance-led social film: 1 named export. The featured performance remains coherent. The act is identified accurately.

 Performance story cut: 1 named export. The main performer remains visible. The next-show action is readable.

 Next-show poster: 1 named export. The billing order matches the lineup. The show date is accurate.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Performance-led social film: 1 registered output
Performance story cut: 1 registered output
Next-show poster: 2 registered outputs",30,7,20,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-18,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-098-MOT__velvet-hour-social-film-and-story-cutdowns/
SB3-099-MOT,Milepost Driving Academy - Scenario clip training library,"Milepost needs short training examples for the listed driving scenarios. Show the manoeuvre clearly enough that a nervous learner can follow the necessary stages, with narration and labels that agree with the approved instruction. The upright example must keep the relevant road context visible. Do not turn a disconnected set of road shots into apparent evidence of a completed manoeuvre. Adequate scenario footage and cleared narration are prerequisites, not something the editor should guess.

Deliverables
1. Driving-scenario training clip: 8 named exports. The narration matches the visual scenario. The instruction agrees with the cleared training copy.
2. Vertical training example: 1 named export. The relevant road context remains visible. The complete instruction is intelligible.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Driving-scenario training clip: 8 registered outputs
Vertical training example: 1 registered output",99,71,19,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-19,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-099-MOT__milepost-driving-academy-scenario-clip-training-library/
SB3-100-MOT,FOLD & GRAIN Studio - Dual-client sizzle and service package,"FOLD & GRAIN needs two distinct client campaign packages and a service-page presentation. Cobbleway should feel bright, warm and honest; Lunara should remain cool and restrained. The films, upright versions and presentation boards must keep those identities separate while demonstrating the same dependable studio service. Build the boards from the actual campaign material, not from unrelated mood images. The longer revised film scope requires additional matching source coverage and cleared music before this commission is released.

Please prepare
- Client campaign film: 2 named exports. The film follows this client's distinct visual identity. The featured product remains faithful to its source.
- Client vertical film: 2 named exports. The client identity is recognisable in this adaptation.
- Client campaign presentation: 2 named exports. The direction is appropriate to this client. The board uses the actual final campaign frames.
- Studio service-page composition: 1 named export. The service offer follows approved copy. The two client examples remain clearly distinct.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Client campaign film: 2 registered outputs
Client vertical film: 2 registered outputs
Client campaign presentation: 3 registered outputs
Studio service-page composition: 2 registered outputs",64,11,57,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#MOTION-20,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-100-MOT__fold-and-grain-studio-dual-client-sizzle-and-service-package/
