Task code,Task name,Family,Asset #,Filename,Role,Type,Bytes,SHA-256,State,S3 URI,HTTPS object,S3 console,Upload status
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,11,aurelian_launch_shoot_01.jpg,photoreal,jpg,3401507,f69762e52e0955aae40690745c9afa97939fa4b3d2219f6706045f77bc775a5d,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_01.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_01.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_01.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,12,aurelian_launch_shoot_02.jpg,photoreal,jpg,3281794,d50936291a657b56897e0bed01489b9db5bec366cf8c2454327565153328d0f3,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_02.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_02.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_02.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,13,aurelian_launch_shoot_03.jpg,photoreal,jpg,3056942,d11d6eb9e461f96d5e207e0ec66e2c57b3358e1701074b5ee6f42358592d08d5,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_03.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_03.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_03.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,14,aurelian_launch_shoot_04.jpg,photoreal,jpg,3167746,2ff7bd5452daccc238cee5efe37c9d2679e2505388901109b1aa1a5607e814d3,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_04.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_04.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_04.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,15,aurelian_launch_shoot_05.jpg,photoreal,jpg,3196448,0d6124b803e65cd0b658755ba7565edfade9df36d21ff58c34d35f96ca46a763,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_05.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_05.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_05.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,16,aurelian_launch_shoot_06.jpg,photoreal,jpg,3341725,dfcf785ae99bc3a7812f4c91ecadf699c1b4b5539b7df26cd9b97b619e51ec9a,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_06.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_06.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_06.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,17,aurelian_launch_shoot_07.jpg,photoreal,jpg,3004673,7a0411ab7d15800310681c1cc3f1fb80b2e98efb3eac39035859868c99c74160,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_07.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_07.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_07.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,18,aurelian_launch_shoot_08.jpg,photoreal,jpg,3323192,9c8cfea73f9a2d5734f51b5e8375d816d37f9f49c95c097d191cbc8aa364d01c,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_08.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_launch_shoot_08.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_launch_shoot_08.jpg,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,19,aurelian_reference_page.png,photoreal,png,1465714,25c4ae4332e74bb6beff2d34ea7429128c665347e3cecd3f8790482ede13abc1,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_reference_page.png,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_reference_page.png,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_reference_page.png,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,20,aurelian_speccard_press.pdf,source,pdf,75509,ffd8a8f3e1c7f9cdb9e64119398d8bc6cfe499a1073f82dc5617abe177fd90f9,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_speccard_press.pdf,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_speccard_press.pdf,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_speccard_press.pdf,verified
SB3-001-PHO,Aurelian Skin - Ecommerce skincare image system,Photo & Image,21,aurelian_speccards.csv,data,csv,1406,b52a0aa098792b521f46556944528cc98c662439542b96874889ffa07b59deb2,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_speccards.csv,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system/assets/aurelian_speccards.csv,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-001-PHO__aurelian-skin-ecommerce-skincare-image-system%2Fassets%2Faurelian_speccards.csv,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,1,dishcard_2025_print.pdf,source,pdf,317471,555044f58faf5f9e08e2ec32524605547cb1be81279363c8fadd46081768f889,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/dishcard_2025_print.pdf,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/dishcard_2025_print.pdf,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fdishcard_2025_print.pdf,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,2,dishes.csv,data,csv,1526,626c57a32f02da9f88dd9b7d81993bd2f64bcbd0fd416c67517047907864a097,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/dishes.csv,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/dishes.csv,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fdishes.csv,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,3,house_words.txt,data,txt,914,fa8957e6a0f448bf27d99f2bff334a3f5eacae35f94fa92a7fc8c3a7f566f75f,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/house_words.txt,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/house_words.txt,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fhouse_words.txt,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,4,service_shot_01.jpg,photoreal,jpg,3836812,eaac9a4d305d933d01ea75647450c2dd55087dd2573ce706d4118ffe848dfc6c,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_01.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_01.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_01.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,5,service_shot_02.jpg,photoreal,jpg,4094505,962dae7bee60d1c7b0adb6ef37dce58f79f32a13eb9fb89e2a49691dcf79dd39,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_02.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_02.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_02.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,6,service_shot_03.jpg,photoreal,jpg,3808395,99a8ea03418d0bb873c3ba3041116fd4abac8314ea30db18c14e52c2014f70de,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_03.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_03.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_03.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,7,service_shot_04.jpg,photoreal,jpg,3143545,c98db082879e1bfbb6ade1a65b75fbc085d3d4f41e70e89939181863c359c17b,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_04.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_04.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_04.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,8,service_shot_05.jpg,photoreal,jpg,3705546,1da593f151adc5bdf5b62095a30ec38f1a5a85da77512c1e50cfddc5731226aa,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_05.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_05.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_05.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,9,service_shot_06.jpg,photoreal,jpg,3496161,d8825e5e2ab7f65c6e4ce6cb8be21c6e2d1123a9893e4022670a5ed1d802209f,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_06.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_06.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_06.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,10,service_shot_07.jpg,photoreal,jpg,3194000,1dfb09609cc8a265abb89d18728c2d5ac2794a843354562ecdafd86d8e0e8cc0,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_07.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_07.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_07.jpg,verified
SB3-002-PHO,Corner & Cure - Spring dish launch photography,Photo & Image,11,service_shot_08.jpg,photoreal,jpg,2944404,00b73be96b824fd602ec96479c3ae426abaaa8b5d3ec6ed090cbc9a313c3ccb2,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_08.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-002-PHO__corner-and-cure-spring-dish-launch-photography/assets/service_shot_08.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-002-PHO__corner-and-cure-spring-dish-launch-photography%2Fassets%2Fservice_shot_08.jpg,verified
