Task code,Task name,Family,Sequence,Output ID,Deliverable,Output file,Kind,Specification,Status
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,4,dish-card-r005,Spring dish counter card - Charred Broccolini & Anchovy,deliverables/dish-card-r005.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,5,dish-card-r006,Spring dish counter card - Chicken Milanese,deliverables/dish-card-r006.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,6,dish-card-r007,Spring dish counter card - Spring Pea & Mint Risotto,deliverables/dish-card-r007.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,7,dish-card-r008,Spring dish counter card - Grilled Hake & Salsa Verde,deliverables/dish-card-r008.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,8,dish-card-r009,Spring dish counter card - House Burger & Aged Cheddar,deliverables/dish-card-r009.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,9,dish-card-r010,Spring dish counter card - Whipped Ricotta & Honey,deliverables/dish-card-r010.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,10,dish-card-r011,Spring dish counter card - Roast Carrots & Dukkah,deliverables/dish-card-r011.pdf,card,format: pdf; width_mm: 105.156; height_mm: 148.167; pages: 1,not_produced
SB3-002-PHO,Corner and Cure - Spring dish launch photography,Photo & Image,11,dish-card-combined,Spring dish counter card - combined production run,deliverables/dish-card-combined.pdf,combined_print_run,format: pdf; pages: 10; width_mm: 105.156; height_mm: 148.167,not_produced
SB3-003-PHO,Cedarline and Vale - Ridgeway Lane listing image system,Photo & Image,1,listing-brochure,Ridgeway Lane listing brochure,deliverables/listing-brochure.pdf,brochure,format: pdf; width_mm: 210; height_mm: 297; pages: 6,not_produced
SB3-003-PHO,Cedarline and Vale - Ridgeway Lane listing image system,Photo & Image,2,portal-hero,Property portal hero,deliverables/portal-hero.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-003-PHO,Cedarline and Vale - Ridgeway Lane listing image system,Photo & Image,3,room-post-living,Room announcement - Living,deliverables/room-post-living.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-003-PHO,Cedarline and Vale - Ridgeway Lane listing image system,Photo & Image,4,room-post-kitchen,Room announcement - Kitchen,deliverables/room-post-kitchen.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-003-PHO,Cedarline and Vale - Ridgeway Lane listing image system,Photo & Image,5,room-post-bedroom,Room announcement - Bedroom,deliverables/room-post-bedroom.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-004-PHO,Verranza Coastal Retreats - Villa collection image system,Photo & Image,1,booking-hero-oliveto,Villa booking hero - Oliveto,deliverables/booking-hero-oliveto.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-004-PHO,Verranza Coastal Retreats - Villa collection image system,Photo & Image,2,booking-hero-scogliera,Villa booking hero - Scogliera,deliverables/booking-hero-scogliera.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-004-PHO,Verranza Coastal Retreats - Villa collection image system,Photo & Image,3,booking-hero-verranza,Villa booking hero - Verranza,deliverables/booking-hero-verranza.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-004-PHO,Verranza Coastal Retreats - Villa collection image system,Photo & Image,4,villa-collection,Villa comparison brochure,deliverables/villa-collection.pdf,brochure,format: pdf; width_mm: 210; height_mm: 297; pages: 6,not_produced
SB3-005-PHO,Halcyon Quarter - Mixed-use launch photography,Photo & Image,1,hoarding,Halcyon Quarter launch hoarding,deliverables/hoarding.pdf,wide-print,format: pdf; width_mm: 1200; height_mm: 600; pages: 1,not_produced
SB3-005-PHO,Halcyon Quarter - Mixed-use launch photography,Photo & Image,2,launch-poster,Mixed-use launch poster,deliverables/launch-poster.pdf,poster,format: pdf; width_mm: 420; height_mm: 594; pages: 1,not_produced
SB3-005-PHO,Halcyon Quarter - Mixed-use launch photography,Photo & Image,3,property-portal,Property portal campaign panel,deliverables/property-portal.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,1,restoration-hollis-scan-01,Archival restoration master - hollis_scan_01,deliverables/restoration-hollis-scan-01.png,master,format: png; width: 2200; height: 3000,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,2,restoration-hollis-scan-02,Archival restoration master - hollis_scan_02,deliverables/restoration-hollis-scan-02.png,master,format: png; width: 2400; height: 3200,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,3,restoration-hollis-scan-03,Archival restoration master - hollis_scan_03,deliverables/restoration-hollis-scan-03.png,master,format: png; width: 2600; height: 3400,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,4,restoration-hollis-scan-04,Archival restoration master - hollis_scan_04,deliverables/restoration-hollis-scan-04.png,master,format: png; width: 3000; height: 4000,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,5,restoration-hollis-scan-05,Archival restoration master - hollis_scan_05,deliverables/restoration-hollis-scan-05.png,master,format: png; width: 3200; height: 4200,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,6,restoration-hollis-scan-06,Archival restoration master - hollis_scan_06,deliverables/restoration-hollis-scan-06.png,master,format: png; width: 2400; height: 3600,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,7,restoration-hollis-scan-07,Archival restoration master - hollis_scan_07,deliverables/restoration-hollis-scan-07.png,master,format: png; width: 2400; height: 3600,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,8,restoration-hollis-scan-08,Archival restoration master - hollis_scan_08,deliverables/restoration-hollis-scan-08.png,master,format: png; width: 2400; height: 3600,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,9,restoration-hollis-scan-09,Archival restoration master - hollis_scan_09,deliverables/restoration-hollis-scan-09.png,master,format: png; width: 2400; height: 3600,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,10,share-hollis-scan-01,Family archive share image - hollis_scan_01,deliverables/share-hollis-scan-01.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,11,share-hollis-scan-02,Family archive share image - hollis_scan_02,deliverables/share-hollis-scan-02.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,12,share-hollis-scan-03,Family archive share image - hollis_scan_03,deliverables/share-hollis-scan-03.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,13,share-hollis-scan-04,Family archive share image - hollis_scan_04,deliverables/share-hollis-scan-04.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,14,share-hollis-scan-05,Family archive share image - hollis_scan_05,deliverables/share-hollis-scan-05.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,15,share-hollis-scan-06,Family archive share image - hollis_scan_06,deliverables/share-hollis-scan-06.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,16,share-hollis-scan-07,Family archive share image - hollis_scan_07,deliverables/share-hollis-scan-07.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,17,share-hollis-scan-08,Family archive share image - hollis_scan_08,deliverables/share-hollis-scan-08.jpg,share,format: jpg,not_produced
SB3-006-PHO,Hollis Family Archive - Ada Hollis archival restoration,Photo & Image,18,share-hollis-scan-09,Family archive share image - hollis_scan_09,deliverables/share-hollis-scan-09.jpg,share,format: jpg,not_produced
SB3-007-PHO,Gable and Grove - Home services before-and-after library,Photo & Image,1,case-study-r002,Completed project case-study panel - Ridge Road,deliverables/case-study-r002.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-007-PHO,Gable and Grove - Home services before-and-after library,Photo & Image,2,case-study-r003,Completed project case-study panel - Marble Dale,deliverables/case-study-r003.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-007-PHO,Gable and Grove - Home services before-and-after library,Photo & Image,3,case-study-r004,Completed project case-study panel - Cornwall Bridge,deliverables/case-study-r004.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-007-PHO,Gable and Grove - Home services before-and-after library,Photo & Image,4,case-study-r005,Completed project case-study panel - Ellsworth Hill,deliverables/case-study-r005.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-007-PHO,Gable and Grove - Home services before-and-after library,Photo & Image,5,estimate-cover,Estimate-pack cover,deliverables/estimate-cover.pdf,brochure,format: pdf; width_mm: 210; height_mm: 297; pages: 1,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,1,vehicle-card-r002,Vehicle sales card - M3082,deliverables/vehicle-card-r002.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,2,vehicle-card-r003,Vehicle sales card - M3091,deliverables/vehicle-card-r003.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,3,vehicle-card-r004,Vehicle sales card - M2417,deliverables/vehicle-card-r004.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,4,vehicle-card-r005,Vehicle sales card - M3105,deliverables/vehicle-card-r005.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,5,vehicle-card-r006,Vehicle sales card - M2471,deliverables/vehicle-card-r006.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,6,vehicle-card-r007,Vehicle sales card - M3119,deliverables/vehicle-card-r007.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-008-PHO,Meridian Motors - Showroom vehicle image system,Photo & Image,7,inventory-campaign,Forecourt inventory campaign,deliverables/inventory-campaign.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,1,menu-launch,Seasonal menu announcement,deliverables/menu-launch.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,2,menu-tile-ostra-service-one-01,Booking-page dish tile - ostra_service_one_01,deliverables/menu-tile-ostra-service-one-01.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,3,menu-tile-ostra-service-one-02,Booking-page dish tile - ostra_service_one_02,deliverables/menu-tile-ostra-service-one-02.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,4,menu-tile-ostra-service-one-03,Booking-page dish tile - ostra_service_one_03,deliverables/menu-tile-ostra-service-one-03.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,5,menu-tile-ostra-service-one-04,Booking-page dish tile - ostra_service_one_04,deliverables/menu-tile-ostra-service-one-04.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,6,menu-tile-ostra-service-one-05,Booking-page dish tile - ostra_service_one_05,deliverables/menu-tile-ostra-service-one-05.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,7,menu-tile-ostra-service-one-06,Booking-page dish tile - ostra_service_one_06,deliverables/menu-tile-ostra-service-one-06.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,8,menu-tile-ostra-service-one-07,Booking-page dish tile - ostra_service_one_07,deliverables/menu-tile-ostra-service-one-07.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,9,menu-tile-ostra-service-two-01,Booking-page dish tile - ostra_service_two_01,deliverables/menu-tile-ostra-service-two-01.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,10,menu-tile-ostra-service-two-02,Booking-page dish tile - ostra_service_two_02,deliverables/menu-tile-ostra-service-two-02.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,11,menu-tile-ostra-service-two-03,Booking-page dish tile - ostra_service_two_03,deliverables/menu-tile-ostra-service-two-03.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,12,menu-tile-ostra-service-two-04,Booking-page dish tile - ostra_service_two_04,deliverables/menu-tile-ostra-service-two-04.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,13,menu-tile-ostra-service-two-05,Booking-page dish tile - ostra_service_two_05,deliverables/menu-tile-ostra-service-two-05.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,14,menu-tile-ostra-service-two-06,Booking-page dish tile - ostra_service_two_06,deliverables/menu-tile-ostra-service-two-06.png,square,format: png; width: 1200; height: 1200,not_produced
SB3-009-PHO,OSTRA - Restaurant plate photography system,Photo & Image,15,reservation-story,Reservation story,deliverables/reservation-story.png,story,format: png; width: 1080; height: 1920,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,1,style-pdp-northgrove-style-01-loopback-crew,Apparel style product-page module - northgrove_style_01_loopback_crew,deliverables/style-pdp-northgrove-style-01-loopback-crew.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,2,style-pdp-northgrove-style-02-heavy-tee,Apparel style product-page module - northgrove_style_02_heavy_tee,deliverables/style-pdp-northgrove-style-02-heavy-tee.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,3,style-pdp-northgrove-style-03-raglan,Apparel style product-page module - northgrove_style_03_raglan,deliverables/style-pdp-northgrove-style-03-raglan.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,4,style-pdp-northgrove-style-04-henley,Apparel style product-page module - northgrove_style_04_henley,deliverables/style-pdp-northgrove-style-04-henley.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,5,style-pdp-northgrove-style-05-zip-hoodie,Apparel style product-page module - northgrove_style_05_zip_hoodie,deliverables/style-pdp-northgrove-style-05-zip-hoodie.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,6,style-pdp-northgrove-style-06-supporters-crew,Apparel style product-page module - northgrove_style_06_supporters_crew,deliverables/style-pdp-northgrove-style-06-supporters-crew.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,7,capsule-carousel-p01,Capsule launch carousel - Page 1,deliverables/capsule-carousel-p01.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,8,capsule-carousel-p02,Capsule launch carousel - Page 2,deliverables/capsule-carousel-p02.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,9,capsule-carousel-p03,Capsule launch carousel - Page 3,deliverables/capsule-carousel-p03.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,10,capsule-carousel-p04,Capsule launch carousel - Page 4,deliverables/capsule-carousel-p04.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,11,capsule-carousel-p05,Capsule launch carousel - Page 5,deliverables/capsule-carousel-p05.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,12,capsule-carousel-p06,Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,1,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,2,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,3,shade-card-r004,Retailer shade card - Amber Hour,deliverables/shade-card-r004.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,4,shade-card-r005,Retailer shade card - Coral Flash,deliverables/shade-card-r005.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,5,shade-card-r006,Retailer shade card - Peach Noon,deliverables/shade-card-r006.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,6,shade-card-r007,Retailer shade card - Mulberry,deliverables/shade-card-r007.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,7,shade-card-r008,Retailer shade card - Clear Dawn,deliverables/shade-card-r008.pdf,shade-card,format: pdf; width_mm: 55; height_mm: 85; pages: 1,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,8,shade-card-combined,Retailer shade card - combined production run,deliverables/shade-card-combined.pdf,combined_print_run,format: pdf; pages: 7; width_mm: 55; height_mm: 85,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,9,shade-comparison,Seven-shade comparison,deliverables/shade-comparison.png,landscape,format: png; width: 1920; height: 1080,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,10,product-page,Lip oil product-page module,deliverables/product-page.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,11,launch-feed,Lip oil launch feed ad,deliverables/launch-feed.png,feed,format: png; width: 1080; height: 1350,not_produced
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,12,launch-story,Lip oil launch story,deliverables/launch-story.png,story,format: png; width: 1080; height: 1920,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,1,ceramic-pdp-r002,Ceramic product-page module - Tide Mug,deliverables/ceramic-pdp-r002.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,2,ceramic-pdp-r003,Ceramic product-page module - Basin Bowl,deliverables/ceramic-pdp-r003.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,3,ceramic-pdp-r004,Ceramic product-page module - Reed Bud Vase,deliverables/ceramic-pdp-r004.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,4,ceramic-pdp-r005,Ceramic product-page module - Column Tumbler,deliverables/ceramic-pdp-r005.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,5,ceramic-pdp-r006,Ceramic product-page module - Pour-Over Cone,deliverables/ceramic-pdp-r006.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,6,ceramic-pdp-r007,Ceramic product-page module - Harvest Serving Bowl,deliverables/ceramic-pdp-r007.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,7,ceramic-pdp-r008,Ceramic product-page module - Side Plate,deliverables/ceramic-pdp-r008.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,8,ceramic-pdp-r009,Ceramic product-page module - Ironwork Mug,deliverables/ceramic-pdp-r009.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,9,ceramic-pdp-r010,Ceramic product-page module - Ironwork Bowl,deliverables/ceramic-pdp-r010.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,10,ceramic-pdp-r011,Ceramic product-page module - Ember Bud Vase,deliverables/ceramic-pdp-r011.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,11,ceramic-pdp-r012,Ceramic product-page module - Ember Tumbler,deliverables/ceramic-pdp-r012.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,12,ceramic-pdp-r013,Ceramic product-page module - Ash Dinner Plate,deliverables/ceramic-pdp-r013.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,13,ceramic-pdp-r014,Ceramic product-page module - Salt Vase,deliverables/ceramic-pdp-r014.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,14,ceramic-pdp-r015,Ceramic product-page module - Pewter Tumbler,deliverables/ceramic-pdp-r015.png,pdp,format: png; width: 1440; height: 1800,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,15,wholesale-range,Wholesale range one-sheet,deliverables/wholesale-range.pdf,brochure,format: pdf; width_mm: 210; height_mm: 297; pages: 1,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,16,launch-carousel-p01,Ceramic range launch carousel - Page 1,deliverables/launch-carousel-p01.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,17,launch-carousel-p02,Ceramic range launch carousel - Page 2,deliverables/launch-carousel-p02.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,18,launch-carousel-p03,Ceramic range launch carousel - Page 3,deliverables/launch-carousel-p03.png,carousel,format: png; width: 1080; height: 1350,not_produced
SB3-012-PHO,Kilnmore - Ceramic ecommerce image system,Photo & Image,19,launch-carousel-p04,Ceramic range launch carousel - Page 4,deliverables/launch-carousel-p04.png,carousel,format: png; width: 1080; height: 1350,not_produced
