Task code,Task name,Client brief,Deliverables,Auto verifiers,Human verifiers,Assets,Review page,S3 folder
SB3-056-LAY,Lanternwood Folk Fest - Performer credential system,"Performer laminates for Lanternwood, rebuilt from last year's printed artwork

Twenty-two people need correct performer laminates. Our designer left in 2024, and the usable starting point is last year's printed artwork. We need a production designer who will rebuild the run carefully, not carry last year's names or fields into new passes.

The commission

 Festival access credential: 22 named exports. The role and access areas match this person record. When a headshot is supplied, it belongs to the named person; otherwise the credential contains no invented portrait. The credential remains readable when worn.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",Festival access credential: 23 registered outputs,237,65,19,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-11,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-056-LAY__lanternwood-folk-fest-performer-credential-system/
SB3-057-LAY,Umbra Loft - After Dark event campaign,"After Dark: a coherent poster and social campaign from six different nights

Umbra Loft's autumn programme needs to feel like a series, even though our six usable archive photographs were shot under six different lighting rigs. We want a strong two-colour and grain treatment that actually lives in the images, not a collection of unrelated pictures behind matching text.

Deliverables
1. After Dark poster direction: 3 named exports. The billing order follows the supplied list. The event information is readable.
2. Promoter pitch deck: 1 named export. The three directions are meaningfully distinct. The sequence explains the series identity.
3. Night release post: 9 named exports. The date matches this event. The advance price is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","After Dark poster direction: 4 registered outputs
Promoter pitch deck: 2 registered outputs
Night release post: 10 registered outputs",65,85,13,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-12,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-057-LAY__umbra-loft-after-dark-event-campaign/
SB3-058-LAY,Marisol Cove - Shoulder-season hospitality campaign,"Shoulder-season hospitality campaign built from carefully matched photography

Marisol Cove needs a shoulder-season campaign that reflects the light we actually have. Most of the coastal pictures will be licensed; the usable room photographs are ours. The work is to make them belong together, not to promise a different coast or a different property.

Please prepare
- Shoulder-season key visual: 1 named export. The pictured property is correctly identified. The tagline is exactly “The quiet side of the coast.” No date, discount or unlisted amenity is added.
- Hospitality booking story: 1 named export. The booking action stays inside the safe area.
- Seasonal offer card: 10 named exports. The words “Shoulder Rate” appear beside the supplied Shoulder Rate value. The property identity is visible.
- Seasonal hospitality brochure: 1 named export. The offer is understandable without the original brief. The property imagery is truthful.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Shoulder-season key visual: 2 registered outputs
Hospitality booking story: 2 registered outputs
Seasonal offer card: 11 registered outputs
Seasonal hospitality brochure: 2 registered outputs",65,83,16,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-13,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-058-LAY__marisol-cove-shoulder-season-hospitality-campaign/
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,"Lumen Quarterly's autumn issue, with an editable layout and recovered masthead

The editor will still be moving copy close to publication. Lumen Quarterly needs an autumn issue document that remains genuinely editable, supported by a coherent fourteen-frame photo essay and a usable version of our scanned masthead.

Final handoff

 Autumn editorial issue: 1 named export. The complete approved article is present. The image order follows the editorial sequence. The masthead preserves the approved lettering. The page hierarchy supports sustained reading.

 Editorial plate card: 15 named exports. The plate caption matches this record. If this record names a supplied picture, that picture appears on the card; otherwise the card contains no invented image.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Autumn editorial issue: 2 registered outputs
Editorial plate card: 16 registered outputs",153,35,20,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-14,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-059-LAY__lumen-quarterly-autumn-editorial-issue/
SB3-060-LAY,Aldervale Mutual - District insurance counter-card run,"Rebuild our insurance counter-card template and produce the district run

The printer who made Aldervale Mutual's counter cards has closed. We still have the press file and need a reusable production route, not a one-time approximation of the design.

Scope
1. District insurance counter card: 14 named exports. The compliance wording is reproduced without alteration. The contact information belongs to this producer. The complete Disclosure Text remains inside the card trim.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",District insurance counter card: 15 registered outputs,162,41,18,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-15,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-060-LAY__aldervale-mutual-district-insurance-counter-card-run/
SB3-061-LAY,Anvil and Oak - Gym opening member collateral,"Athlete cards and spotlight portraits for our gym opening

Anvil & Oak needs opening-roster cards and a consistent portrait set. Sixteen members were photographed across three evenings, and the colour differences are obvious when the portraits sit on our dark ground.

What we need back
- Opening-roster athlete card: 17 named exports. The portrait belongs to the named athlete. The squat, bench and deadlift figures match this athlete record.
- Opening gym spotlight: 3 named exports. The gym identity is visible. The opening message follows approved copy.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Opening-roster athlete card: 18 registered outputs
Opening gym spotlight: 4 registered outputs",213,42,20,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-16,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-061-LAY__anvil-and-oak-gym-opening-member-collateral/
SB3-062-LAY,Apexguard - Product label and dealer collateral system,"Dealer-ready roll labels and bay imagery for Apexguard

Our dealer meetings need a reliable label system, not another set of labels assembled one by one. Apexguard has three tiers that should read as one family, and the current stock export must control the product information.

The commission

 Product roll label: 13 named exports. The tier is identified accurately. The complete warranty_statement remains inside the label trim.

 Dealer range brochure: 1 named export. The product tiers are easy to compare. The uses are supported by the approved range data.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Product roll label: 14 registered outputs
Dealer range brochure: 2 registered outputs",158,29,19,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-17,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-062-LAY__apexguard-product-label-and-dealer-collateral-system/
SB3-063-LAY,Kilnmore - Wholesale relaunch campaign,"Kilnmore wholesale relaunch: preserve the glazes across the full campaign

The relaunch needs to look like one Kilnmore range. We have fourteen captures from two very different mornings, covering thirteen pieces, and four glazes that customers must still be able to distinguish after correction.

Deliverables
1. Wholesale relaunch deck: 1 named export. The range story supports a trade buying conversation. The product facts are accurate.
2. Wholesale paid-social creative: 2 named exports. The trade enquiry action is visible.
3. Storefront range banner: 1 named export. Kilnmore is identified. The range remains recognisable.
4. Product specification tile: 13 named exports. The item geometry matches this record.
5. Wholesale range one-pager: 1 named export. The product hierarchy is clear.
6. Mark and type reference: 1 named export. The typography choices are identified accurately.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Wholesale relaunch deck: 2 registered outputs
Wholesale paid-social creative: 3 registered outputs
Storefront range banner: 2 registered outputs
Product specification tile: 14 registered outputs
Wholesale range one-pager: 2 registered outputs
Mark and type reference: 2 registered outputs",97,133,19,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-18,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-063-LAY__kilnmore-wholesale-relaunch-campaign/
SB3-064-LAY,Northwind Advisory - Team page and recruitment collateral,"Make eight advisers look like one firm across the site and leave-behind

Northwind Advisory's team photographs were taken on three separate mornings. At present, we look like three different firms. We need a coherent portrait treatment and the team page, capabilities leave-behind and announcement posts built around it.

Please prepare
- Advisory team-page composition: 1 named export. 
- Capabilities leave-behind: 1 named export. The sector offer is clearly structured. No unsupported credential is added.
- Recruitment announcement: 1 named export. The approved role or recruitment offer is clear. The application action is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Advisory team-page composition: 2 registered outputs
Capabilities leave-behind: 2 registered outputs
Recruitment announcement: 2 registered outputs",22,25,19,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-19,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-064-LAY__northwind-advisory-team-page-and-recruitment-collateral/
SB3-065-LAY,[memorial subject] Memorial - Service print and remembrance set,"Memorial print and a memory book for [memorial subject]'s family

My father, [memorial subject], died in March. We are preparing the service and would like the printed pieces to sit alongside those from my mother's service in 2019. We have the old press files, a eulogy and a shoebox of scans spanning many years.

Final handoff

 Memorial keepsake card: 27 named exports. The memorial name is correct. The wording remains respectful.

 Framed memorial page: 1 named export. The dates agree with the family record. The portrait identity is preserved.

 Family memory book: 1 named export. The chronology follows the family notes. The eulogy is not rewritten. The images preserve documentary identity.

 Memorial share card: 1 named export. The memorial details are readable. The treatment is restrained.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Memorial keepsake card: 28 registered outputs
Framed memorial page: 2 registered outputs
Family memory book: 2 registered outputs
Memorial share card: 2 registered outputs",211,40,31,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-20,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-065-LAY__walter-fernwood-memorial-service-print-and-remembrance-set/
SB3-066-LAY,Harborline Realty - Weekly listing sheet system,"Restore a weekly property-sheet workflow from our retired printer's PDF

Every Monday, Harborline Realty prints a sheet for each active listing. The printer retired with the working file. We need the process rebuilt so the current list controls the output, while the starter homes and premium properties retain appropriate, distinct image treatments.

Scope
1. Weekly property listing sheet: 12 named exports. The photograph belongs to this listing. The listing status is current in the supplied register. The agent contact is clear.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",Weekly property listing sheet: 13 registered outputs,171,35,15,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-21,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-066-LAY__harborline-realty-weekly-listing-sheet-system/
SB3-067-LAY,Cedarline Institute - Cohort credential system,"Two credential registers rebuilt into a checked autumn graduation run

Cedarline Institute needs credentials for completing candidates across two registers. We have press files from two closed print shops, and they may not convert into the same kind of working document.

What we need back
- Cohort credential: 28 named exports. The credential title follows the programme code. The recipient name fits without clipping. The seal is faithful to the authoritative reference.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",Cohort credential: 29 registered outputs,312,83,11,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-22,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-067-LAY__cedarline-institute-cohort-credential-system/
SB3-068-LAY,Meridian Summit - Conference badge and wayfinding system,"Eighteen conference badges with portraits that match and records that do not drift

The Meridian Summit registration desk needs a correct badge for every attending delegate. We have eighteen self-submitted photographs and last year's venue-bureau PDF, but not its working file.

The commission

 Conference delegate badge: 20 named exports. The access category matches the registration. When a headshot is supplied, it belongs to the named delegate; otherwise the badge contains no invented portrait. The delegate name is readable when worn.

 Conference track direction sign: 3 named exports. The track name follows the approved track note. The arrow points in the specified direction.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Conference delegate badge: 21 registered outputs
Conference track direction sign: 4 registered outputs",234,67,22,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-23,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-068-LAY__meridian-summit-conference-badge-and-wayfinding-system/
SB3-069-LAY,Halden and Roe - Marlow trade catalog,"A reusable A4 trade catalogue for Halden & Roe's Marlow range

Sixteen pieces need to reach the trade show as one coherent Marlow range. Our studio photography covers two days, and the only page artwork is the flat PDF the printer made three seasons ago.

Deliverables
1. Marlow product trade sheet: 15 named exports. The photograph depicts this piece. The glaze description preserves its supplied qualification. The trade price is readable.
2. Trade catalogue cover and contents: 1 named export. The collection is identified. The contents use the item register order.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Marlow product trade sheet: 16 registered outputs
Trade catalogue cover and contents: 2 registered outputs",210,48,20,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-24,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-069-LAY__halden-and-roe-marlow-trade-catalog/
SB3-070-LAY,Aldervale Mutual - Personalized autumn renewal mailer,"Personalised renewal postcards, including eleven correctly separated producer files

For Aldervale Mutual's autumn renewal drop, each household must receive its own address, offer band and assigned producer's photograph. The starting point is the printer's PDF and our spreadsheet.

Please prepare
- Personalised autumn renewal mailer: 61 named exports. The addressee is correct. The offer wording matches the approved copy. The response instructions are readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",Personalised autumn renewal mailer: 62 registered outputs,739,182,16,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-25,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-070-LAY__aldervale-mutual-personalized-autumn-renewal-mailer/
SB3-071-LAY,Lanternwood Folk Fest - Festival programme and wayfinding,"Festival programme production from fourteen artist submissions and two old pages

Lanternwood's programme needs one finished page per act, not fourteen different submission styles. We have the lineup sheet, fourteen artist photographs and two old printed programme pages to work from.

Final handoff

 Festival programme: 1 named export. The running order matches the approved lineup. Stage changes are easy to follow. Performer names are readable at print size.

 Festival wayfinding sign: 3 named exports. Use the approved destination and arrow direction for the Main stage, Acoustic stage and Information signs.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Festival programme: 2 registered outputs
Festival wayfinding sign: 4 registered outputs",26,12,20,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-26,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-071-LAY__lanternwood-folk-fest-festival-programme-and-wayfinding/
SB3-072-LAY,Girdermark - Technical data-sheet and bin-label library,"Technical sheets and bin labels from two separate legacy PDFs

Production request: Girdermark Components

Scope
1. Technical part data sheet: 18 named exports. The component photograph matches this part. Dimensions preserve their units.
2. Part bin label: 18 named exports. The part identifier is readable at rack distance. The label does not substitute a similar part.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.","Technical part data sheet: 19 registered outputs
Part bin label: 19 registered outputs",403,72,24,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v5/#LAYOUT-27,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-072-LAY__girdermark-technical-data-sheet-and-bin-label-library/
